kampus,jarak_km,jenis_tinggal,tipe_tinggal_baku
ITERA,7.13,Kos Sendiri,Kos/Asrama
ITERA,2.12,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
ITERA,3.7,Kos Sendiri,Kos/Asrama
ITERA,5.02,Kos Sendiri,Kos/Asrama
ITERA,2.75,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,5.4,Kos Sendiri,Kos/Asrama
ITERA,5.68,Kos Sendiri,Kos/Asrama
ITERA,5.68,Kos bersama-sama,Kos/Asrama
ITERA,3.77,Kos Sendiri,Kos/Asrama
ITERA,6.41,Kos Sendiri,Kos/Asrama
ITERA,5.8,Kos Sendiri,Kos/Asrama
ITERA,5.26,Rumah bersama saudara,Rumah Keluarga/Pribadi
ITERA,8.08,Kos Sendiri,Kos/Asrama
ITERA,4.75,Kos bersama-sama,Kos/Asrama
ITERA,6.95,Kos Sendiri,Kos/Asrama
ITERA,3.53,Kos Sendiri,Kos/Asrama
ITERA,1.78,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,2.85,Kos Sendiri,Kos/Asrama
ITERA,5.11,Kos Sendiri,Kos/Asrama
ITERA,3.7,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,5.61,Kos Sendiri,Kos/Asrama
ITERA,0.44,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,0.44,Asrama,Kos/Asrama
ITERA,2.85,Asrama,Kos/Asrama
ITERA,0.22,Kos Sendiri,Kos/Asrama
ITERA,5.24,Asrama,Kos/Asrama
ITERA,4.81,Kos Sendiri,Kos/Asrama
ITERA,6.5,Kos Sendiri,Kos/Asrama
ITERA,2.66,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,5.95,Kos Sendiri,Kos/Asrama
ITERA,3.98,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,3.77,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,5.61,Kos Sendiri,Kos/Asrama
ITERA,5.61,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,3.66,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,5.54,Kos bersama-sama,Kos/Asrama
ITERA,3.74,Rumah bersama saudara,Rumah Keluarga/Pribadi
ITERA,1.78,Kos Sendiri,Kos/Asrama
ITERA,3.48,Kos Sendiri,Kos/Asrama
ITERA,2.79,Kos Sendiri,Kos/Asrama
ITERA,2.89,Kos bersama-sama,Kos/Asrama
ITERA,3.77,Kos Sendiri,Kos/Asrama
ITERA,0.39,Kos Sendiri,Kos/Asrama
ITERA,2.12,Asrama,Kos/Asrama
ITERA,1.78,Kos bersama-sama,Kos/Asrama
ITERA,5.14,Kos Sendiri,Kos/Asrama
ITERA,5.23,Kos Sendiri,Kos/Asrama
ITERA,3.03,Rumah bersama saudara,Rumah Keluarga/Pribadi
ITERA,0.44,Kos bersama-sama,Kos/Asrama
ITERA,1.78,Asrama,Kos/Asrama
ITERA,4.14,Kos Sendiri,Kos/Asrama
ITERA,3.7,Kos Sendiri,Kos/Asrama
ITERA,0.34,Kos Sendiri,Kos/Asrama
ITERA,2.75,Asrama,Kos/Asrama
ITERA,2.08,Kos Sendiri,Kos/Asrama
ITERA,3.57,Kos Sendiri,Kos/Asrama
ITERA,3.77,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,3.57,Kos Sendiri,Kos/Asrama
ITERA,8.01,Kos Sendiri,Kos/Asrama
ITERA,3.16,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
ITERA,2.78,Kos Sendiri,Kos/Asrama
ITERA,5.09,Kos Sendiri,Kos/Asrama
ITERA,3.58,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
ITERA,3.77,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
ITERA,3.09,Kos Sendiri,Kos/Asrama
ITERA,6.95,Rumah mengontrak bersama-sama,Rumah Keluarga/Pribadi
UNILA,5.2,Rumah bersama saudara,Rumah Keluarga/Pribadi
UNILA,1.3,Kos sendiri,Kos/Asrama
UNILA,3.8,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,3.8,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,3.8,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,7.5,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,6.4,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,6.4,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,5.4,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,1.1,Kos sendiri,Kos/Asrama
UNILA,7.7,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,2.2,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,4.6,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,4.1,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,7.3,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,1.3,Kos sendiri,Kos/Asrama
UNILA,1.3,Kos sendiri,Kos/Asrama
UNILA,6.4,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,0.4,Rumah ngontrak bersama-sama,Rumah Keluarga/Pribadi
UNILA,5,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,1.9,Kos sendiri,Kos/Asrama
UNILA,2.2,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,0.4,Kos sendiri,Kos/Asrama
UNILA,3.8,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,1.9,Kos sendiri,Kos/Asrama
UNILA,6.8,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,6.8,Kos sendiri,Kos/Asrama
UNILA,3.3,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,8.5,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,6.5,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,1.5,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,0.7,Kos sendiri,Kos/Asrama
UNILA,3.9,Rumah bersama saudara,Rumah Keluarga/Pribadi
UNILA,4.1,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,2,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,4.1,Kos sendiri,Kos/Asrama
UNILA,8.4,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,2.3,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,7.5,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,0.8,Kos sendiri,Kos/Asrama
UNILA,3.9,Kos sendiri,Kos/Asrama
UNILA,0.2,Kos sendiri,Kos/Asrama
UNILA,3.4,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,1.9,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,0.2,Kos sendiri,Kos/Asrama
UNILA,10.9,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,3.3,Rumah bersama saudara,Rumah Keluarga/Pribadi
UNILA,3.5,Rumah bersama saudara,Rumah Keluarga/Pribadi
UNILA,1.4,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,5.2,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,3,Rumah ngontrak bersama-sama,Rumah Keluarga/Pribadi
UNILA,9.1,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,1.1,Kos sendiri,Kos/Asrama
UNILA,0.8,Kos sendiri,Kos/Asrama
UNILA,2.8,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,4.7,Rumah bersama saudara,Rumah Keluarga/Pribadi
UNILA,10.5,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,0.8,Kos sendiri,Kos/Asrama
UNILA,9.3,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,0.9,Kos sendiri,Kos/Asrama
UNILA,1.8,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,2,Rumah ngontrak bersama-sama,Rumah Keluarga/Pribadi
UNILA,0.6,Rumah ngontrak bersama-sama,Rumah Keluarga/Pribadi
UNILA,0.6,Kos sendiri,Kos/Asrama
UNILA,1,Kos sendiri,Kos/Asrama
UNILA,7.6,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,7.6,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,1,Kos sendiri,Kos/Asrama
UNILA,2.1,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,1.8,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,5.4,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,5.7,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,7.4,Rumah bersama saudara,Rumah Keluarga/Pribadi
UNILA,1,Kos sendiri,Kos/Asrama
UNILA,3.6,Rumah bersama saudara,Rumah Keluarga/Pribadi
UNILA,0.9,Kos sendiri,Kos/Asrama
UNILA,3.6,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,1,Kos sendiri,Kos/Asrama
UNILA,3.9,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,1.7,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,2.3,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,3.9,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,0.6,Rumah ngontrak bersama-sama,Rumah Keluarga/Pribadi
UNILA,1,Kos sendiri,Kos/Asrama
UNILA,1,Kos sendiri,Kos/Asrama
UNILA,1,Kos sendiri,Kos/Asrama
UNILA,1,Kos sendiri,Kos/Asrama
UNILA,1,Kos sendiri,Kos/Asrama
UNILA,1,Kos sendiri,Kos/Asrama
UNILA,7,Rumah bersama saudara,Rumah Keluarga/Pribadi
UNILA,0.7,Kos sendiri,Kos/Asrama
UNILA,0.8,Kos sendiri,Kos/Asrama
UNILA,1,Kos sendiri,Kos/Asrama
UNILA,4,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,3.9,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,1,Kos sendiri,Kos/Asrama
UNILA,1.8,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,1,Kos sendiri,Kos/Asrama
UNILA,1,Kos bersama-sama,Kos/Asrama
UNILA,1,Kos sendiri,Kos/Asrama
UNILA,1,Kos sendiri,Kos/Asrama
UNILA,5.2,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,5,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,7.3,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,1,Kos sendiri,Kos/Asrama
UNILA,2.2,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,1,Kos sendiri,Kos/Asrama
UNILA,6.2,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,6.9,Rumah bersama saudara,Rumah Keluarga/Pribadi
UNILA,4,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,4.1,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,4.4,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,4.4,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,1.8,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,5,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,5,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,5.3,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,7.3,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,5.3,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,1.9,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,1.7,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,3.1,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,2.7,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,3.3,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,3.8,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,2.1,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,6.2,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,7.5,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,2.2,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,0.8,Kos sendiri,Kos/Asrama
UNILA,0.8,Kos sendiri,Kos/Asrama
UNILA,0.8,Kos sendiri,Kos/Asrama
UNILA,0.8,Kos sendiri,Kos/Asrama
UNILA,0.8,Kos sendiri,Kos/Asrama
UNILA,0.8,Kos sendiri,Kos/Asrama
UNILA,7.7,Rumah ngontrak pribadi,Rumah Keluarga/Pribadi
UNILA,1,Rumah bersama saudara,Rumah Keluarga/Pribadi
UNILA,1.6,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,1.8,Rumah bersama saudara,Rumah Keluarga/Pribadi
UNILA,6.5,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,5.3,Rumah bersama saudara,Rumah Keluarga/Pribadi
UNILA,5,Rumah bersama saudara,Rumah Keluarga/Pribadi
UNILA,10.8,Rumah ngontrak bersama-sama,Rumah Keluarga/Pribadi
UNILA,1.6,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,1.1,Rumah ngontrak bersama-sama,Rumah Keluarga/Pribadi
UNILA,1.9,Kos bersama-sama,Kos/Asrama
UNILA,0.8,Rumah ngontrak pribadi,Rumah Keluarga/Pribadi
UNILA,0.6,Kos bersama-sama,Kos/Asrama
UNILA,0.8,Kos sendiri,Kos/Asrama
UNILA,0.8,Kos bersama-sama,Kos/Asrama
UNILA,2,Kos bersama-sama,Kos/Asrama
UNILA,0.2,Rumah ngontrak pribadi,Rumah Keluarga/Pribadi
UNILA,5.2,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,6.5,Rumah bersama saudara,Rumah Keluarga/Pribadi
UNILA,3.6,Rumah bersama saudara,Rumah Keluarga/Pribadi
UNILA,7.4,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,10.8,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,3.1,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,2.3,Rumah bersama saudara,Rumah Keluarga/Pribadi
UNILA,3.6,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,1,Kos sendiri,Kos/Asrama
UNILA,0.4,Rumah ngontrak bersama-sama,Rumah Keluarga/Pribadi
UNILA,1,Kos bersama-sama,Kos/Asrama
UNILA,10.5,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,10.5,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,3.8,Kos bersama-sama,Kos/Asrama
UNILA,3.8,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,1,Rumah ngontrak bersama-sama,Rumah Keluarga/Pribadi
UNILA,1,Rumah ngontrak pribadi,Rumah Keluarga/Pribadi
UNILA,0.8,Kos bersama-sama,Kos/Asrama
UNILA,6.5,Rumah bersama saudara,Rumah Keluarga/Pribadi
UNILA,0.8,Rumah ngontrak bersama-sama,Rumah Keluarga/Pribadi
UNILA,1,Kos sendiri,Kos/Asrama
UNILA,1,Rumah ngontrak bersama-sama,Rumah Keluarga/Pribadi
UNILA,0.8,Rumah ngontrak pribadi,Rumah Keluarga/Pribadi
UNILA,1,Kos sendiri,Kos/Asrama
UNILA,3.4,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,1,Rumah ngontrak bersama-sama,Rumah Keluarga/Pribadi
UNILA,1.3,Kos bersama-sama,Kos/Asrama
UNILA,0.8,Rumah ngontrak bersama-sama,Rumah Keluarga/Pribadi
UNILA,5.3,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,0.2,Kos sendiri,Kos/Asrama
UNILA,3.3,Rumah bersama saudara,Rumah Keluarga/Pribadi
UNILA,1,Rumah ngontrak bersama-sama,Rumah Keluarga/Pribadi
UNILA,7.5,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,4.2,Rumah bersama saudara,Rumah Keluarga/Pribadi
UNILA,5.3,Rumah bersama saudara,Rumah Keluarga/Pribadi
UNILA,1,Kos bersama-sama,Kos/Asrama
UNILA,3.8,Rumah bersama saudara,Rumah Keluarga/Pribadi
UNILA,2.5,Rumah ngontrak pribadi,Rumah Keluarga/Pribadi
UNILA,2.5,Rumah ngontrak bersama-sama,Rumah Keluarga/Pribadi
UNILA,0.6,Rumah ngontrak pribadi,Rumah Keluarga/Pribadi
UNILA,1,Kos bersama-sama,Kos/Asrama
UNILA,0.6,Rumah ngontrak pribadi,Rumah Keluarga/Pribadi
UNILA,5,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,0.8,Kos sendiri,Kos/Asrama
UNILA,7.5,Rumah bersama saudara,Rumah Keluarga/Pribadi
UNILA,0.7,Kos bersama-sama,Kos/Asrama
UNILA,0.6,Rumah ngontrak bersama-sama,Rumah Keluarga/Pribadi
UNILA,1,Kos bersama-sama,Kos/Asrama
UNILA,0.4,Rumah ngontrak bersama-sama,Rumah Keluarga/Pribadi
UNILA,1,Kos sendiri,Kos/Asrama
UNILA,1,Kos sendiri,Kos/Asrama
UNILA,0.6,Rumah ngontrak bersama-sama,Rumah Keluarga/Pribadi
UNILA,1,Kos sendiri,Kos/Asrama
UNILA,3.2,Rumah bersama saudara,Rumah Keluarga/Pribadi
UNILA,1,Kos sendiri,Kos/Asrama
UNILA,0.6,Rumah ngontrak bersama-sama,Rumah Keluarga/Pribadi
UNILA,3.5,Rumah bersama saudara,Rumah Keluarga/Pribadi
UNILA,1,Kos sendiri,Kos/Asrama
UNILA,0.6,Rumah ngontrak bersama-sama,Rumah Keluarga/Pribadi
UNILA,2,Rumah ngontrak bersama-sama,Rumah Keluarga/Pribadi
UNILA,1,Kos sendiri,Kos/Asrama
UNILA,2.2,Rumah bersama saudara,Rumah Keluarga/Pribadi
UNILA,2,Rumah ngontrak pribadi,Rumah Keluarga/Pribadi
UNILA,0.8,Kos bersama-sama,Kos/Asrama
UNILA,4.7,Rumah bersama saudara,Rumah Keluarga/Pribadi
UNILA,1,Kos bersama-sama,Kos/Asrama
UNILA,0.6,Rumah ngontrak bersama-sama,Rumah Keluarga/Pribadi
UNILA,0.4,Rumah ngontrak bersama-sama,Rumah Keluarga/Pribadi
UNILA,7.7,Rumah bersama saudara,Rumah Keluarga/Pribadi
UNILA,0.7,Kos sendiri,Kos/Asrama
UNILA,0.6,Rumah ngontrak pribadi,Rumah Keluarga/Pribadi
UNILA,1.8,Rumah bersama saudara,Rumah Keluarga/Pribadi
UNILA,3.2,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,0.6,Rumah ngontrak bersama-sama,Rumah Keluarga/Pribadi
UNILA,2.7,Rumah bersama saudara,Rumah Keluarga/Pribadi
UNILA,1,Kos bersama-sama,Kos/Asrama
UNILA,1,Kos bersama-sama,Kos/Asrama
UNILA,1,Kos bersama-sama,Kos/Asrama
UNILA,1,Rumah ngontrak pribadi,Rumah Keluarga/Pribadi
UNILA,1,Kos sendiri,Kos/Asrama
UNILA,1,Kos bersama-sama,Kos/Asrama
UNILA,0.7,Kos sendiri,Kos/Asrama
UNILA,2.2,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,4.7,Rumah bersama saudara,Rumah Keluarga/Pribadi
UNILA,1,Kos bersama-sama,Kos/Asrama
UNILA,0.6,Rumah ngontrak pribadi,Rumah Keluarga/Pribadi
UNILA,0.4,Rumah ngontrak pribadi,Rumah Keluarga/Pribadi
UNILA,2,Rumah ngontrak pribadi,Rumah Keluarga/Pribadi
UNILA,0.7,Kos sendiri,Kos/Asrama
UNILA,1.7,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,1.7,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,0.8,Rumah ngontrak bersama-sama,Rumah Keluarga/Pribadi
UNILA,7.5,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,0.4,Rumah ngontrak pribadi,Rumah Keluarga/Pribadi
UNILA,3.9,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,0.6,Rumah ngontrak pribadi,Rumah Keluarga/Pribadi
UNILA,6.4,Rumah bersama saudara,Rumah Keluarga/Pribadi
UNILA,4.1,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,4.7,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,1,Kos sendiri,Kos/Asrama
UNILA,1,Kos bersama-sama,Kos/Asrama
UNILA,1,Kos sendiri,Kos/Asrama
UNILA,1,Rumah bersama saudara,Rumah Keluarga/Pribadi
UNILA,1,Kos bersama-sama,Kos/Asrama
UNILA,5.2,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,2.5,Rumah ngontrak pribadi,Rumah Keluarga/Pribadi
UNILA,2.5,Kos sendiri,Kos/Asrama
UNILA,2,Rumah ngontrak bersama-sama,Rumah Keluarga/Pribadi
UNILA,2,Rumah ngontrak bersama-sama,Rumah Keluarga/Pribadi
UNILA,0.6,Rumah ngontrak pribadi,Rumah Keluarga/Pribadi
UNILA,2,Rumah ngontrak bersama-sama,Rumah Keluarga/Pribadi
UNILA,1,Kos bersama-sama,Kos/Asrama
UNILA,5.2,Rumah bersama saudara,Rumah Keluarga/Pribadi
UNILA,1,Kos sendiri,Kos/Asrama
UNILA,1,Kos bersama-sama,Kos/Asrama
UNILA,5.4,Rumah bersama saudara,Rumah Keluarga/Pribadi
UNILA,1,Kos bersama-sama,Kos/Asrama
UNILA,3.9,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,1,Kos bersama-sama,Kos/Asrama
UNILA,1,Kos sendiri,Kos/Asrama
UNILA,1,Kos sendiri,Kos/Asrama
UNILA,2,Rumah ngontrak pribadi,Rumah Keluarga/Pribadi
UNILA,2.5,Rumah ngontrak pribadi,Rumah Keluarga/Pribadi
UNILA,1,Kos sendiri,Kos/Asrama
UNILA,5.2,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,5,Rumah bersama saudara,Rumah Keluarga/Pribadi
UNILA,1,Kos bersama-sama,Kos/Asrama
UNILA,6.9,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,4.9,Kos sendiri,Kos/Asrama
UNILA,0.6,Rumah ngontrak pribadi,Rumah Keluarga/Pribadi
UNILA,3.6,Rumah bersama saudara,Rumah Keluarga/Pribadi
UNILA,1.6,Kos sendiri,Kos/Asrama
UNILA,1,Kos bersama-sama,Kos/Asrama
UNILA,3.2,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,10.8,Rumah bersama saudara,Rumah Keluarga/Pribadi
UNILA,10.8,Rumah bersama saudara,Rumah Keluarga/Pribadi
UNILA,1,Kos sendiri,Kos/Asrama
UNILA,7.3,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,5.2,Rumah bersama saudara,Rumah Keluarga/Pribadi
UNILA,2.3,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,0.4,Rumah ngontrak pribadi,Rumah Keluarga/Pribadi
UNILA,5.2,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,5.2,Rumah bersama saudara,Rumah Keluarga/Pribadi
UNILA,0.6,Rumah ngontrak pribadi,Rumah Keluarga/Pribadi
UNILA,0.6,Rumah bersama saudara,Rumah Keluarga/Pribadi
UNILA,0.6,Rumah ngontrak pribadi,Rumah Keluarga/Pribadi
UNILA,1,Kos bersama-sama,Kos/Asrama
UNILA,0.2,Kos bersama-sama,Kos/Asrama
UNILA,4.7,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,0.6,Kos sendiri,Kos/Asrama
UNILA,1,Kos bersama-sama,Kos/Asrama
UNILA,0.4,Rumah ngontrak bersama-sama,Rumah Keluarga/Pribadi
UNILA,2.5,Rumah ngontrak bersama-sama,Rumah Keluarga/Pribadi
UNILA,5.2,Rumah bersama saudara,Rumah Keluarga/Pribadi
UNILA,0.4,Rumah ngontrak pribadi,Rumah Keluarga/Pribadi
UNILA,1,Kos bersama-sama,Kos/Asrama
UNILA,7.5,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,7.4,Rumah bersama saudara,Rumah Keluarga/Pribadi
UNILA,1,Kos sendiri,Kos/Asrama
UNILA,2,Rumah ngontrak pribadi,Rumah Keluarga/Pribadi
UNILA,0.6,Rumah ngontrak pribadi,Rumah Keluarga/Pribadi
UNILA,1,Kos bersama-sama,Kos/Asrama
UNILA,2.5,Rumah ngontrak bersama-sama,Rumah Keluarga/Pribadi
UNILA,2.5,Rumah ngontrak pribadi,Rumah Keluarga/Pribadi
UNILA,3.9,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,4.1,Rumah bersama saudara,Rumah Keluarga/Pribadi
UNILA,1,Kos sendiri,Kos/Asrama
UNILA,0.8,Kos bersama-sama,Kos/Asrama
UNILA,0.4,Rumah ngontrak bersama-sama,Rumah Keluarga/Pribadi
UNILA,0.6,Rumah ngontrak pribadi,Rumah Keluarga/Pribadi
UNILA,1,Kos bersama-sama,Kos/Asrama
UNILA,0.4,Rumah ngontrak bersama-sama,Rumah Keluarga/Pribadi
UNILA,1,Kos sendiri,Kos/Asrama
UNILA,1,Kos bersama-sama,Kos/Asrama
UNILA,0.4,Rumah ngontrak pribadi,Rumah Keluarga/Pribadi
UNILA,0.4,Rumah ngontrak bersama-sama,Rumah Keluarga/Pribadi
UNILA,0.6,Rumah ngontrak bersama-sama,Rumah Keluarga/Pribadi
UNILA,0.4,Kos bersama-sama,Kos/Asrama
UNILA,0.4,Rumah ngontrak bersama-sama,Rumah Keluarga/Pribadi
UNILA,1,Kos bersama-sama,Kos/Asrama
UNILA,1,Kos sendiri,Kos/Asrama
UNILA,2.5,Rumah ngontrak bersama-sama,Rumah Keluarga/Pribadi
UNILA,6.9,Rumah bersama saudara,Rumah Keluarga/Pribadi
UNILA,0.4,Rumah ngontrak bersama-sama,Rumah Keluarga/Pribadi
UNILA,7.4,Rumah pribadi/rumah keluarga,Rumah Keluarga/Pribadi
UNILA,1,Kos bersama-sama,Kos/Asrama
UNILA,3.2,Rumah bersama saudara,Rumah Keluarga/Pribadi
UNILA,1.8,Rumah bersama saudara,Rumah Keluarga/Pribadi
UNILA,1.8,Rumah bersama saudara,Rumah Keluarga/Pribadi
