kampus;jarak_km;jenis_tinggal;tipe_tinggal_baku
UBL;3,684814478;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
UBL;0,223526852;Kos Sendiri;Kos/Asrama
UBL;2,253035673;Rumah bersama saudara;Rumah Keluarga/Pribadi
UBL;1,661184434;Kos Sendiri;Kos/Asrama
UBL;2,770641918;Rumah bersama saudara;Rumah Keluarga/Pribadi
UBL;2,121246264;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
UBL;0,944185368;Rumah bersama saudara;Rumah Keluarga/Pribadi
UBL;5,869433024;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
UBL;3,736093076;Rumah bersama saudara;Rumah Keluarga/Pribadi
UBL;3,523196589;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
UBL;0,421196876;Kos Sendiri;Kos/Asrama
UBL;5,483812027;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
UBL;5,934150219;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
UBL;7,721061558;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
UBL;3,746164394;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
UBL;4,804764071;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
UBL;5,775420396;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
UBL;6,937402999;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
UBL;4,694721516;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
UBL;3,417557782;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
UBL;1,470183382;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
UBL;2,412657080;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
UBL;6,212812286;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
UBL;2,279226500;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
UBL;2,195442512;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
UBL;4,630639198;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
UBL;0,330821916;Kos Sendiri;Kos/Asrama
UBL;7,865911096;Rumah bersama saudara;Rumah Keluarga/Pribadi
UBL;1,235915372;Kos bersama-sama;Kos/Asrama
UBL;0,470414021;Kos bersama-sama;Kos/Asrama
UBL;3,829713536;Rumah bersama saudara;Rumah Keluarga/Pribadi
UBL;8,299326124;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
UBL;2,071359041;Rumah bersama saudara;Rumah Keluarga/Pribadi
UBL;0,437019785;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
UBL;2,849408820;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
UBL;2,646199003;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
UBL;4,804276926;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
UBL;5,855147394;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
UBL;2,740948274;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
UBL;5,109739909;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
UBL;8,685426981;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
UBL;3,966859999;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
UBL;4,830051327;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
UBL;1,908835058;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
UBL;6,047204038;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
UBL;5,627484673;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
UBL;5,358223661;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
UBL;0,287605438;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
UBL;4,380956522;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
UBL;2,874859528;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
UBL;0,140859753;Kos bersama-sama;Kos/Asrama
UBL;0,421196876;Kos Sendiri;Kos/Asrama
UBL;6,083366721;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
UBL;5,348132850;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
UBL;3,877107583;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
UBL;3,887183407;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
UBL;0,812566496;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
UBL;2,148414624;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
UBL;4,544608410;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
UBL;2,696499732;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
UBL;6,668380151;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
UBL;3,662324659;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
UBL;2,764536027;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
UBL;1,580955442;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
UBL;3,039713267;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
UBL;2,083620319;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
UBL;1,137988281;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
UBL;7,934604730;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
UBL;1,525156324;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
ITERA;6,690000000;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
ITERA;2,820000000;Kos Sendiri;Kos/Asrama
ITERA;5,170000000;Kos Sendiri;Kos/Asrama
ITERA;6,950000000;Kos Sendiri;Kos/Asrama
ITERA;5,570000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;4,750000000;Kos Sendiri;Kos/Asrama
ITERA;8,270000000;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
ITERA;3,700000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;3,770000000;Kos Sendiri;Kos/Asrama
ITERA;2,080000000;Kos Sendiri;Kos/Asrama
ITERA;6,630000000;Kos Sendiri;Kos/Asrama
ITERA;4,400000000;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
ITERA;10,690000000;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
ITERA;3,700000000;Kos Sendiri;Kos/Asrama
ITERA;6,090000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;3,920000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;3,470000000;Kos Sendiri;Kos/Asrama
ITERA;3,550000000;Kos bersama-sama;Kos/Asrama
ITERA;6,350000000;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
ITERA;1,760000000;Kos Sendiri;Kos/Asrama
ITERA;5,540000000;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
ITERA;1,760000000;Kos Sendiri;Kos/Asrama
ITERA;10,320000000;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
ITERA;10,440000000;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
ITERA;3,030000000;Kos Sendiri;Kos/Asrama
ITERA;6,390000000;Rumah bersama saudara;Rumah Keluarga/Pribadi
ITERA;7,930000000;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
ITERA;5,030000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;2,390000000;Kos Sendiri;Kos/Asrama
ITERA;4,800000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;3,520000000;Kos Sendiri;Kos/Asrama
ITERA;3,560000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;4,610000000;Kos Sendiri;Kos/Asrama
ITERA;4,750000000;Kos Sendiri;Kos/Asrama
ITERA;5,400000000;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
ITERA;9,630000000;Kos Sendiri;Kos/Asrama
ITERA;5,400000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;12,190000000;Kos Sendiri;Kos/Asrama
ITERA;3,810000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;1,780000000;Kos Sendiri;Kos/Asrama
ITERA;5,460000000;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
ITERA;3,700000000;Kos Sendiri;Kos/Asrama
ITERA;4,980000000;Kos Sendiri;Kos/Asrama
ITERA;14,120000000;Kos bersama-sama;Kos/Asrama
ITERA;8,560000000;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
ITERA;35,180000000;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
ITERA;7,890000000;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
ITERA;3,910000000;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
ITERA;12,410000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;3,950000000;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
ITERA;7,500000000;Kos Sendiri;Kos/Asrama
ITERA;13,560000000;Rumah bersama saudara;Rumah Keluarga/Pribadi
ITERA;9,280000000;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
ITERA;5,870000000;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
ITERA;3,700000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;5,500000000;Kos Sendiri;Kos/Asrama
ITERA;4,040000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;9,790000000;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
ITERA;5,400000000;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
ITERA;7,410000000;Kos bersama-sama;Kos/Asrama
ITERA;3,470000000;Rumah bersama saudara;Rumah Keluarga/Pribadi
ITERA;3,840000000;Kos Sendiri;Kos/Asrama
ITERA;3,820000000;Kos Sendiri;Kos/Asrama
ITERA;2,240000000;Kos Sendiri;Kos/Asrama
ITERA;5,140000000;Kos Sendiri;Kos/Asrama
ITERA;3,700000000;Kos Sendiri;Kos/Asrama
ITERA;3,570000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;3,720000000;Kos Sendiri;Kos/Asrama
ITERA;3,650000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;5,140000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;5,590000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;2,760000000;Kos Sendiri;Kos/Asrama
ITERA;6,830000000;Kos Sendiri;Kos/Asrama
ITERA;5,010000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;2,260000000;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
ITERA;3,580000000;Kos Sendiri;Kos/Asrama
ITERA;5,460000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;6,890000000;Kos Sendiri;Kos/Asrama
ITERA;5,230000000;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
ITERA;6,340000000;Kos Sendiri;Kos/Asrama
ITERA;3,700000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;2,790000000;Kos Sendiri;Kos/Asrama
ITERA;2,790000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;5,270000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;3,700000000;Kos Sendiri;Kos/Asrama
ITERA;7,900000000;Kos Sendiri;Kos/Asrama
ITERA;2,760000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;9,410000000;Kos Sendiri;Kos/Asrama
ITERA;7,070000000;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
ITERA;8,190000000;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
ITERA;3,900000000;Rumah mengontrak pribadi;Rumah Keluarga/Pribadi
ITERA;3,480000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;3,700000000;Kos Sendiri;Kos/Asrama
ITERA;3,300000000;Kos Sendiri;Kos/Asrama
ITERA;2,660000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;3,730000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;2,660000000;Kos Sendiri;Kos/Asrama
ITERA;3,840000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;2,660000000;Kos Sendiri;Kos/Asrama
ITERA;5,840000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;6,780000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;2,110000000;Kos Sendiri;Kos/Asrama
ITERA;3,480000000;Kos Sendiri;Kos/Asrama
ITERA;3,960000000;Kos Sendiri;Kos/Asrama
ITERA;5,030000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;3,700000000;Kos Sendiri;Kos/Asrama
ITERA;4,610000000;Kos Sendiri;Kos/Asrama
ITERA;2,240000000;Kos Sendiri;Kos/Asrama
ITERA;4,880000000;Kos Sendiri;Kos/Asrama
ITERA;4,880000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;4,870000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;5,030000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;5,270000000;Kos Sendiri;Kos/Asrama
ITERA;5,270000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;2,080000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;2,340000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;2,660000000;Kos Sendiri;Kos/Asrama
ITERA;3,840000000;Kos Sendiri;Kos/Asrama
ITERA;3,640000000;Kos Sendiri;Kos/Asrama
ITERA;3,170000000;Kos Sendiri;Kos/Asrama
ITERA;1,780000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;2,240000000;Kos Sendiri;Kos/Asrama
ITERA;3,900000000;Kos Sendiri;Kos/Asrama
ITERA;5,350000000;Kos Sendiri;Kos/Asrama
ITERA;2,120000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;3,700000000;Kos Sendiri;Kos/Asrama
ITERA;3,770000000;Kos Sendiri;Kos/Asrama
ITERA;2,790000000;Kos Sendiri;Kos/Asrama
ITERA;4,930000000;Kos Sendiri;Kos/Asrama
ITERA;5,110000000;Kos Sendiri;Kos/Asrama
ITERA;6,950000000;Kos Sendiri;Kos/Asrama
ITERA;4,750000000;Kos Sendiri;Kos/Asrama
ITERA;5,500000000;Kos Sendiri;Kos/Asrama
ITERA;5,520000000;Kos Sendiri;Kos/Asrama
ITERA;6,680000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;2,820000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;3,840000000;Kos Sendiri;Kos/Asrama
ITERA;3,840000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;3,840000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;5,010000000;Kos Sendiri;Kos/Asrama
ITERA;5,030000000;Kos Sendiri;Kos/Asrama
ITERA;8,190000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;2,630000000;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
ITERA;3,750000000;Kos Sendiri;Kos/Asrama
ITERA;1,850000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;6,780000000;Kos Sendiri;Kos/Asrama
ITERA;2,240000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;6,130000000;Kos Sendiri;Kos/Asrama
ITERA;5,170000000;Kos bersama-sama;Kos/Asrama
ITERA;5,520000000;Kos Sendiri;Kos/Asrama
ITERA;5,680000000;Kos bersama-sama;Kos/Asrama
ITERA;6,250000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;8,700000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;5,810000000;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
ITERA;6,180000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;4,970000000;Kos Sendiri;Kos/Asrama
ITERA;5,280000000;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
ITERA;2,850000000;Kos Sendiri;Kos/Asrama
ITERA;3,730000000;Kos Sendiri;Kos/Asrama
ITERA;3,520000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;14,010000000;Kos Sendiri;Kos/Asrama
ITERA;8,100000000;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
ITERA;5,460000000;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
ITERA;5,960000000;Kos Sendiri;Kos/Asrama
ITERA;5,300000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;2,110000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;6,520000000;Kos Sendiri;Kos/Asrama
ITERA;6,780000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;5,130000000;Kos Sendiri;Kos/Asrama
ITERA;2,840000000;Kos Sendiri;Kos/Asrama
ITERA;6,830000000;Kos bersama-sama;Kos/Asrama
ITERA;6,130000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;7,040000000;Kos Sendiri;Kos/Asrama
ITERA;9,740000000;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
ITERA;2,910000000;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
ITERA;8,180000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;2,960000000;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
ITERA;3,030000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;6,640000000;Kos Sendiri;Kos/Asrama
ITERA;5,610000000;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
ITERA;1,780000000;Kos Sendiri;Kos/Asrama
ITERA;5,530000000;Kos Sendiri;Kos/Asrama
ITERA;3,770000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;6,450000000;Kos Sendiri;Kos/Asrama
ITERA;3,090000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;2,800000000;Kos Sendiri;Kos/Asrama
ITERA;5,400000000;Kos Sendiri;Kos/Asrama
ITERA;3,770000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;3,770000000;Kos Sendiri;Kos/Asrama
ITERA;3,770000000;Kos bersama-sama;Kos/Asrama
ITERA;4,880000000;Kos bersama-sama;Kos/Asrama
ITERA;7,430000000;Kos Sendiri;Kos/Asrama
ITERA;11,300000000;Rumah bersama saudara;Rumah Keluarga/Pribadi
ITERA;1,780000000;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
ITERA;5,240000000;Kos Sendiri;Kos/Asrama
ITERA;4,750000000;Kos Sendiri;Kos/Asrama
ITERA;6,090000000;Kos Sendiri;Kos/Asrama
ITERA;4,100000000;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
ITERA;5,110000000;Kos Sendiri;Kos/Asrama
ITERA;6,620000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;7,030000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;3,700000000;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
ITERA;8,500000000;Kos Sendiri;Kos/Asrama
ITERA;5,660000000;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
ITERA;1,780000000;Kos Sendiri;Kos/Asrama
ITERA;6,050000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;7,650000000;Kos Sendiri;Kos/Asrama
ITERA;7,680000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;15,570000000;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
ITERA;4,880000000;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
ITERA;5,820000000;Kos Sendiri;Kos/Asrama
ITERA;4,470000000;Kos Sendiri;Kos/Asrama
ITERA;4,610000000;Kos Sendiri;Kos/Asrama
ITERA;1,910000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;5,240000000;Kos Sendiri;Kos/Asrama
ITERA;10,340000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;8,200000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;2,050000000;Kos Sendiri;Kos/Asrama
ITERA;3,820000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;6,830000000;Kos Sendiri;Kos/Asrama
ITERA;3,480000000;Kos Sendiri;Kos/Asrama
ITERA;5,020000000;Kos Sendiri;Kos/Asrama
ITERA;8,280000000;Kos Sendiri;Kos/Asrama
ITERA;6,070000000;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
ITERA;4,980000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;4,980000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;5,060000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;6,590000000;Kos Sendiri;Kos/Asrama
ITERA;6,670000000;Kos Sendiri;Kos/Asrama
ITERA;5,460000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;7,370000000;Kos Sendiri;Kos/Asrama
ITERA;6,190000000;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
ITERA;8,540000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;3,840000000;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
ITERA;5,400000000;Kos Sendiri;Kos/Asrama
ITERA;4,070000000;Kos Sendiri;Kos/Asrama
ITERA;4,140000000;Kos bersama-sama;Kos/Asrama
ITERA;5,020000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;9,730000000;Kos Sendiri;Kos/Asrama
ITERA;12,690000000;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
ITERA;10,630000000;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
ITERA;3,570000000;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
ITERA;3,660000000;Kos Sendiri;Kos/Asrama
ITERA;3,700000000;Kos Sendiri;Kos/Asrama
ITERA;3,700000000;Kos Sendiri;Kos/Asrama
ITERA;3,700000000;Kos Sendiri;Kos/Asrama
ITERA;3,740000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;4,790000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;2,110000000;Kos Sendiri;Kos/Asrama
ITERA;5,930000000;Kos Sendiri;Kos/Asrama
ITERA;2,850000000;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
ITERA;9,070000000;Kos Sendiri;Kos/Asrama
ITERA;6,180000000;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
ITERA;2,630000000;Kos Sendiri;Kos/Asrama
ITERA;5,840000000;Kos Sendiri;Kos/Asrama
ITERA;10,520000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;9,730000000;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
ITERA;7,510000000;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
ITERA;3,770000000;Rumah bersama saudara;Rumah Keluarga/Pribadi
ITERA;4,290000000;Kos Sendiri;Kos/Asrama
ITERA;4,750000000;Kos Sendiri;Kos/Asrama
ITERA;6,240000000;Kos Sendiri;Kos/Asrama
ITERA;5,400000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;3,770000000;Kos Sendiri;Kos/Asrama
ITERA;13,310000000;Kos Sendiri;Kos/Asrama
ITERA;4,870000000;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
ITERA;7,950000000;Kos Sendiri;Kos/Asrama
ITERA;5,400000000;Rumah bersama saudara;Rumah Keluarga/Pribadi
ITERA;4,960000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;9,890000000;Kos Sendiri;Kos/Asrama
ITERA;3,680000000;Rumah bersama saudara;Rumah Keluarga/Pribadi
ITERA;2,780000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;3,960000000;Kos Sendiri;Kos/Asrama
ITERA;1,780000000;Rumah bersama saudara;Rumah Keluarga/Pribadi
ITERA;2,070000000;Kos Sendiri;Kos/Asrama
ITERA;6,670000000;Kos Sendiri;Kos/Asrama
ITERA;5,080000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;2,080000000;Rumah bersama saudara;Rumah Keluarga/Pribadi
ITERA;5,160000000;Kos Sendiri;Kos/Asrama
ITERA;8,190000000;Kos Sendiri;Kos/Asrama
ITERA;9,010000000;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
ITERA;3,700000000;Rumah bersama saudara;Rumah Keluarga/Pribadi
ITERA;5,990000000;Kos bersama-sama;Kos/Asrama
ITERA;2,750000000;Rumah bersama saudara;Rumah Keluarga/Pribadi
ITERA;5,570000000;Kos Sendiri;Kos/Asrama
ITERA;5,290000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;9,270000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;5,080000000;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
ITERA;2,780000000;Kos Sendiri;Kos/Asrama
ITERA;2,790000000;Kos Sendiri;Kos/Asrama
ITERA;2,080000000;Rumah bersama saudara;Rumah Keluarga/Pribadi
ITERA;2,080000000;Kos Sendiri;Kos/Asrama
ITERA;5,140000000;Kos Sendiri;Kos/Asrama
ITERA;3,770000000;Kos bersama-sama;Kos/Asrama
ITERA;5,800000000;Kos Sendiri;Kos/Asrama
ITERA;3,520000000;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
ITERA;2,780000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;5,800000000;Kos Sendiri;Kos/Asrama
ITERA;6,860000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;6,620000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;4,850000000;Kos Sendiri;Kos/Asrama
ITERA;2,390000000;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
ITERA;6,500000000;Kos Sendiri;Kos/Asrama
ITERA;2,910000000;Rumah bersama saudara;Rumah Keluarga/Pribadi
ITERA;2,780000000;Kos Sendiri;Kos/Asrama
ITERA;3,770000000;Kos Sendiri;Kos/Asrama
ITERA;4,030000000;Kos Sendiri;Kos/Asrama
ITERA;5,400000000;Kos Sendiri;Kos/Asrama
ITERA;3,570000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;5,240000000;Kos Sendiri;Kos/Asrama
ITERA;7,130000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
